full_address,lon,lat,School.Code,District.Name,School.Name.x,State.Board.District,Grade.Span,Title.I.School,grade,SPG.Score,EVAAS.Growth.Status,Number.of.Participation.Targets,Graduatio0.Project,Summer.Program,X4.Year.Cohort.Graduation.Rate.Percent,X5.Year.Cohort.Graduation.Rate.Percent,SPG.Grade_14,SPG.Score_14,SPG.Grade_15,SPG.Score_15,avg_daily_attend_pct,crime_per_c_num,short_susp_per_c_num,long_susp_per_c_num,expelled_per_c_num,stud_internet_comp_num,lea_avg_daily_attend_pct,lea_crime_per_c_num,lea_short_susp_per_c_num,lea_long_susp_per_c_num,lea_expelled_per_c_num,lea_stud_internet_comp_num,st_avg_daily_attend_pct,st_crime_per_c_num,st_short_susp_per_c_num,st_long_susp_per_c_num,st_expelled_per_c_num,st_stud_internet_comp_num,digital_media_pct,Byod,avg_age_media_collection,X_1_to_1_access,books_per_student,wap_num,wap_per_classroom,Category_Cd,sat_avg_score_num,lea_sat_avg_score_num,st_sat_avg_score_num,nat_sat_avg_score_num,sat_participation_pct,lea_sat_participation_pct,st_sat_participation_pct,nat_sat_participation_pct,ap_participation_pct,lea_ap_participation_pct,st_ap_participation_pct,ap_pct_3_or_above,lea_ap_pct_3_or_above,st_ap_pct_3_or_above,street_ad,scity_ad,state_ad,szip_ad,type_cd,sna_pgm_type_cd,school_type_txt,calendar_only_txt,student_num,Grad_project_status,stem,flicensed_teach_pct,tchyrs_0thru3_pct,tchyrs_4thru10_pct,tchyrs_11plus_pct,class_teach_num,nbpts_num,advance_dgr_pct,X_1yr_tchr_trnovr_pct,emer_prov_teach_pct,lateral_teach_pct,highqual_class_pct,LEA.Number,School.No,LEA,School.Name.y,total_pop,pct_male,pct_female,pct_am_in,pct_asian,pct_hispanic,pct_black,pct_white,pct_multi,pct_pac_is,CEP,Final.ADM,Free,Reduced,EDS_pct,three_yr_atten_ratio,three_yr_atten_rank,Appro_Amount,Per_Pupil_Appro,Rank_Appro,No.Degree_pct,Vocational_pct,Bachelor_pct,Masters_pct,Advanced_pct,Doctorate_pct,State_PPE,State_PPE_Rank,Federal_PPE,Federal_PPE_Rank,Local_PPE,Local_PPE_Rank,Total_PPE,Total_PPE_Rank,num_teaching_positions,num_teachers_rec_suppl,average_suppl,num_principals,principals_rec_suppl,princ_avg_suppl,num_asst_prin,asst_prin_rec_suppl,avg_asst_prin_supp,t_num_of_buses,t_num_of_Pupils,t_Miles,t_Cost,t_Cost_Per_Bus,t_Cost_Per_Pupil,t_Cost_Per_Mile
"1288 CB Eller School Rd, Elkin, NC, 28621",-80.889261,36.276196,970310,Wilkes County Schools,C B Eller Elementary,Northwest Region,PK-05,1,B,71,Met,8,0,0,0,0,C,61,C,69,0.964,0.36,3.99,0,0,1.48,0.958,0.07,2.43,0,0,1.04,0.952,0.21,13.15,0.06,0,1.2,0.01,0,1997,0,31.28,28,1.33,E,0,993,997,1006,0,0.29,0.49,0.52,0,0.07,0.15,0,0.48,0.51,1288 CB Eller School Rd,Elkin,NC,28621,P,R,Regular School,Traditional Calendar,276,0,0,1,0.188,0.5,0.313,16,1,0.438,0.167,0,0,1,970,310,Wilkes County Schools,C B Eller Elementary,276,0.489130435,0.510869565,0.010869565,0,0.115942029,0.003623188,0.858695652,0.007246377,0.003623188,1,276,142,10,0.5145,95.99,732,11436728,1195,88,0,0,69.7,30,0.2,0.2,5964.89,70,1265.4,37,1569.55,89,8799.84,83,753,753,2173,22,22,9106,15,15,2845,94,4621,1229678,2730246,29045.17,590.82,2.22
"129 McCaskill Rd, Biscoe, NC, 27209",-79.782655,35.339874,620318,Montgomery County Schools,Green Ridge Elementary,SandHills Region,PK-05,1,C,55,Met,15,0,0,0,0,D,47,C,56,0.961,0,15.31,0,0,0.6,0.95,0.05,12.26,0,0,0.59,0.952,0.21,13.15,0.06,0,1.2,0.01,0,2004,1,18.79,46,1.05,E,0,863,997,1006,0,0.42,0.49,0.52,0,0,0.15,0,0.26,0.51,129 McCaskill Rd,Biscoe,NC,27209,P,R,Regular School,Traditional Calendar,490,0,0,0.972,0.222,0.139,0.639,36,2,0.222,0.086,0,0.028,1,620,318,Montgomery County Schools,Green Ridge Elementary,489,0.507157464,0.492842536,0,0.00204499,0.591002045,0.139059305,0.222903885,0.042944785,0.00204499,0,490,421,48,0.8592,95.74,922,5078602,1286,81,0,0,76,23.3,0.7,0,6723.81,34,1409.03,28,1984.2,51,10117.04,36,330,330,1514,10,8,5717,6,6,2000,60,2441,713108,1505106,25085.1,616.59,2.11
"129 NC Hwy 109S, Mount Gilead, NC, 27306",-80.0035032,35.2198879,620339,Montgomery County Schools,West Middle,SandHills Region,8-Jun,0,D,45,NotMet,18,0,0,0,0,D,49,D,50,0.974,0.95,30,0.48,0,0.6,0.952,1.07,23.43,0.24,0,0.59,0.951,0.83,14.64,0.06,0,1.2,0,0,1992,1,22.09,44,1.52,M,0,863,997,1006,0,0.42,0.49,0.52,0,0,0.15,0,0.26,0.51,129 NC Hwy 109S,Mount Gilead,NC,27306,P,R,Regular School,Traditional Calendar,420,0,0,0.873,0.313,0.156,0.531,32,4,0.313,0.258,0,0.127,0.891,620,339,Montgomery County Schools,West Middle,427,0.531615925,0.468384075,0,0.032786885,0.105386417,0.271662763,0.55971897,0.030444965,0,0,420,237,39,0.5643,97.92,154,5078602,1286,81,0,0,76,23.3,0.7,0,6723.81,34,1409.03,28,1984.2,51,10117.04,36,330,330,1514,10,8,5717,6,6,2000,60,2441,713108,1505106,25085.1,616.59,2.11
"129 S Main Street, Weaverville, NC, 28787",-82.5619904,35.689459,110428,Buncombe County Schools,Weaverville Elementary,Western Region,4-Feb,1,C,67,NotMet,12,0,1,0,0,B,70,B,70,0.962,0.27,4.59,0,0,0.5,0.951,0.06,2.8,0,0,1.45,0.952,0.21,13.15,0.06,0,1.2,0.01,1,2002,0,35.37,41,1.32,E,0,1037,997,1006,0,0.47,0.49,0.52,0,0.16,0.15,0,0.54,0.51,129 S Main Street,Weaverville,NC,28787,P,R,Regular School,Traditional Calendar,370,0,0,1,0,0.217,0.783,23,3,0.391,0.074,0,0,1,110,428,Buncombe County Schools,Weaverville Elementary,366,0.489071038,0.510928962,0.005464481,0.008196721,0.128415301,0.00273224,0.838797814,0.013661202,0.00273224,0,370,141,29,0.3811,96.24,556,53388985,2197,20,1.5,0,67.1,31,0.3,0.2,5669,87,917.31,93,2493.43,20,9079.74,71,1928,1910,3721,42,42,6677,49,49,5077,262,13979,2795232,9282917,35430.98,664.06,3.32
"130 Betty Dixon Rd, Holly Ridge, NC, 28445",-77.4443436,34.5593043,670314,Onslow County Schools,Dixon Elementary,Southeast Region,PK-05,1,B,71,Met,15,0,0,0,0,C,66,B,74,0.943,0,4.8,0,0,6.4,0.949,0.02,5.58,0.05,0,1.75,0.952,0.21,13.15,0.06,0,1.2,0.02,1,1999,1,15.44,62,1.09,E,0,971,997,1006,0,0.37,0.49,0.52,0,0.09,0.15,0,0.32,0.51,130 Betty Dixon Rd,Holly Ridge,NC,28445,P,R,Regular School,Traditional Calendar,999,0,0,1,0.333,0.211,0.456,57,8,0.246,0.209,0,0,0.975,670,314,Onslow County Schools,Dixon Elementary,1006,0.487077535,0.512922465,0.00695825,0.009940358,0.115308151,0.028827038,0.782306163,0.054671968,0.001988072,0,999,303,72,0.3033,94.58,1829,44783060,1742,40,2.5,0.1,73.1,23.9,0.3,0.2,5247.34,110,697.11,106,2055.04,46,7999.49,114,1570,1570,4109,35,35,13274,46,46,6735,228,14273,2917796,7492746,32862.92,524.95,2.57
"130 E McIver St, Angier, NC, 27501",-78.7363968,35.5031943,430308,Harnett County Schools,Angier Elementary,North Central Region,5-Mar,1,D,54,Exceeded,18,0,1,0,0,D,52,D,54,0.958,0,8.39,0,0,0.66,0.952,0.08,7.37,0.01,0,0.84,0.952,0.21,13.15,0.06,0,1.2,0.01,0,1999,0,30.06,51,1.28,E,0,945,997,1006,0,0.3,0.49,0.52,0,0.07,0.15,0,0.34,0.51,130 E McIver St,Angier,NC,27501,P,R,Regular School,Traditional Calendar,453,0,0,1,0.313,0.25,0.438,31,1,0.226,0.118,0,0,1,430,308,Harnett County Schools,Angier Elementary,457,0.536105033,0.463894967,0.004376368,0.004376368,0.457330416,0.135667396,0.365426696,0.032822757,0,0,453,314,31,0.6932,95.73,939,21520012,1063,98,0.2,0,77.3,22.4,0.1,0.1,5730.98,79,945.13,86,1423.2,98,8099.31,110,1505,1505,2266,28,28,5057,43,43,2887,256,12971,2807477,6099030,23824.34,470.21,2.17
"130 Newbold St, Lincolnton, NC, 28092",-81.2389935,35.4779231,550316,Lincoln County Schools,GE Massey Elementary,Southwest Region,PK-03,1,D,53,Met,4,0,0,0,0,C,60,C,68,0.959,0,0.91,0,0,0.79,0.946,0.04,2.92,0,0,1.79,0.952,0.21,13.15,0.06,0,1.2,0,1,1993,0,31.8,15,0.56,E,0,1021,997,1006,0,0.42,0.49,0.52,0,0.19,0.15,0,0.44,0.51,130 Newbold St,Lincolnton,NC,28092,P,R,Regular School,Traditional Calendar,220,0,0,1,0.136,0.364,0.5,21,3,0.619,0.207,0,0,1,550,316,Lincoln County Schools,GE Massey Elementary,217,0.502304147,0.497695853,0.00921659,0.004608295,0.294930876,0.156682028,0.470046083,0.059907834,0.004608295,0,220,179,10,0.8136,95.48,1169,17009606,1491,68,0,0,69.7,29.9,0.3,0.1,5501.99,102,880.28,98,1777.78,72,8160.05,108,813,813,2904,23,23,8265,23,23,4154,112,5687,1165306,3010065,26875.58,529.29,2.58
"1300 Cathey Rd, Charlotte, NC, 28214",-80.945291,35.291126,600494,Charlotte-Mecklenburg Schools,Paw Creek Elementary,Southwest Region,PK-05,1,C,64,Exceeded,15,0,0,0,0,C,61,C,57,0.992,0.57,5.54,0,0,0.91,0.971,0.3,5.46,0,0,0.91,0.952,0.21,13.15,0.06,0,1.2,0.01,0,2002,0,22.59,68,1.94,E,0,1001,997,1006,0,0.54,0.49,0.52,0,0.21,0.15,0,0.53,0.51,1300 Cathey Rd,Charlotte,NC,28214,P,R,Regular School,Traditional Calendar,523,0,0,0.986,0.361,0.194,0.444,36,8,0.111,0.107,0.014,0,1,600,494,Charlotte-Mecklenburg Schools,Paw Creek Elementary,519,0.493256262,0.506743738,0.007707129,0.04238921,0.346820809,0.502890173,0.086705202,0.013487476,0,1,523,336,10,0.6424,99.31,59,401986016,2764,9,0.2,0,87.2,12.4,0.1,0,5227.1,112,942.34,88,2352.27,27,8521.71,95,10385,10326,6764,171,171,27581,245,225,14745,"1,005",92839,18398877,59062621,58768.78,636.18,3.21
"1300 Elk Falls Rd, Wendell, NC, 27591",-78.429716,35.7614329,920474,Wake County Schools,Lake Myra Elementary,North Central Region,PK-05,1,D,54,NotMet,18,0,0,0,0,C,56,C,56,0.958,0,1.73,0,0,1.41,0.956,0.12,3.19,0,0,1.86,0.952,0.21,13.15,0.06,0,1.2,0,1,2003,0,30.89,36,0.71,E,0,1067,997,1006,0,0.62,0.49,0.52,0,0.23,0.15,0,0.62,0.51,1300 Elk Falls Rd,Wendell,NC,27591,P,Y,Regular School,Year-Round Calendar,695,0,0,0.939,0.204,0.265,0.531,49,10,0.388,0.064,0.02,0.041,0.996,920,474,Wake County Schools,Lake Myra Elementary,663,0.511312217,0.488687783,0.001508296,0.015082956,0.254901961,0.33785822,0.357466063,0.028657617,0.004524887,0,695,366,63,0.5266,96.06,665,384849031,2457,16,0,0,65,34.4,0.4,0.2,5349.09,108,659.07,109,2528.16,19,8536.32,94,9919,9919,6975,171,171,27701,313,313,10852,814,73224,16198382,51545961,63324.28,703.95,3.18
"1300 Vandora Springs Rd, Garner, NC, 27529",-78.6290312,35.698965,920580,Wake County Schools,Vandora Springs Elementary,North Central Region,PK-05,1,C,60,Met,17,0,0,0,0,C,62,D,54,0.954,0,3.38,0,0,1.85,0.956,0.12,3.19,0,0,1.86,0.952,0.21,13.15,0.06,0,1.2,0,0,2000,0,16.55,31,0.82,E,0,1067,997,1006,0,0.62,0.49,0.52,0,0.23,0.15,0,0.62,0.51,1300 Vandora Springs Rd,Garner,NC,27529,P,R,Regular School,Traditional Calendar,562,0,0,1,0.146,0.195,0.659,41,3,0.293,0.115,0,0,0.928,920,580,Wake County Schools,Vandora Springs Elementary,563,0.495559503,0.504440497,0.001776199,0.012433393,0.269982238,0.326820604,0.346358792,0.039076377,0.003552398,0,562,318,37,0.5658,95.56,1119,384849031,2457,16,0,0,65,34.4,0.4,0.2,5349.09,108,659.07,109,2528.16,19,8536.32,94,9919,9919,6975,171,171,27701,313,313,10852,814,73224,16198382,51545961,63324.28,703.95,3.18
"1301 Corbett Ave N, Wilson, NC, 27893",-77.9106853,35.7444014,980390,Wilson County Schools,Toisnot Middle,North Central Region,8-Jun,0,D,41,NotMet,19,0,0,0,0,C,55,D,40,0.954,0.88,54.3,0,0,0.68,0.95,0.92,52.04,0.11,0,0.98,0.951,0.83,14.64,0.06,0,1.2,0.01,1,1995,1,0.21,61,1.79,M,0,947,997,1006,0,0.48,0.49,0.52,0,0.08,0.15,0,0.3,0.51,1301 Corbett Ave N,Wilson,NC,27893,P,R,Regular School,Traditional Calendar,453,0,0,0.802,0.333,0.3,0.367,30,0,0.067,0.371,0,0.198,1,980,390,Wilson County Schools,Toisnot Middle,447,0.505592841,0.494407159,0.002237136,0.008948546,0.158836689,0.572706935,0.219239374,0.03803132,0,0,453,318,28,0.702,94.97,1597,18823625,1559,61,3.2,0,76.3,19.6,0.5,0.3,5699.78,82,1155.97,54,1659.9,83,8515.65,98,769,769,3453,25,24,13714,23,22,9147,113,5472,1489227,3175355,28100.49,580.27,2.13
"1301 Meadowlark Road, Dunn, NC, 28334",-78.6104982,35.335736,430332,Harnett County Schools,Dunn Middle,North Central Region,8-Jun,0,D,41,NotMet,19,0,1,0,0,D,46,D,45,0.951,0,21.48,0,0,0.47,0.951,0.62,19.89,0.02,0,0.84,0.951,0.83,14.64,0.06,0,1.2,0.02,0,1999,0,27,48,1,M,0,945,997,1006,0,0.3,0.49,0.52,0,0.07,0.15,0,0.34,0.51,1301 Meadowlark Road,Dunn,NC,28334,P,R,Regular School,Traditional Calendar,391,0,0,0.826,0.345,0.103,0.552,29,1,0.207,0.224,0,0.174,0.871,430,332,Harnett County Schools,Dunn Middle,404,0.522277228,0.477722772,0.017326733,0.01980198,0.126237624,0.47029703,0.304455446,0.061881188,0,0,391,269,34,0.688,94.72,1761,21520012,1063,98,0.2,0,77.3,22.4,0.1,0.1,5730.98,79,945.13,86,1423.2,98,8099.31,110,1505,1505,2266,28,28,5057,43,43,2887,256,12971,2807477,6099030,23824.34,470.21,2.17
"1305 Merritt Drive, Greensboro, NC, 27407",-79.851826,36.051857,410409,Guilford County Schools,Hunter Elementary,Piedmont Triad Region,PK-05,1,C,63,Exceeded,18,0,0,0,0,D,54,D,51,0.949,0,2.56,0,0,3.02,0.951,0.27,3.88,0,0,1.63,0.952,0.21,13.15,0.06,0,1.2,0.01,0,1997,0,24.01,25,0.71,E,0,982,997,1006,0,0.64,0.49,0.52,0,0.25,0.15,0,0.49,0.51,1305 Merritt Drive,Greensboro,NC,27407,P,R,Regular School,Traditional Calendar,468,0,0,0.976,0.244,0.415,0.341,41,2,0.122,0.1,0,0,1,410,409,Guilford County Schools,Hunter Elementary,483,0.546583851,0.453416149,0.004140787,0.022774327,0.488612836,0.383022774,0.057971014,0.037267081,0.00621118,1,468,360,10,0.7692,95.02,1563,183360398,2567,11,0.4,0,88.8,10.7,0.1,0,5453.57,104,1087.81,67,2785.51,15,9326.89,56,5473,5473,4746,126,126,19209,127,127,10791,606,40960,9662419,27757967,45805.23,677.69,2.87
"1307 Market St, Wilmington, NC, 28401",-77.9322968,34.2373861,650352,New Hanover County Schools,New Hanover High,Southeast Region,12-Sep,0,C,64,NotMet,38,1,0,76.9,76.5,C,61,C,65,0.938,1.92,20.76,0,0,1.55,0.95,1.61,14.76,0.06,0.06,1.51,0.951,1.27,14.02,0.07,0,1.2,0.01,1,1993,0,9.27,114,1.23,H,1019,1041,997,1006,0.66,0.53,0.49,0.52,0.27,0.19,0.15,0.6,0.53,0.51,1307 Market St,Wilmington,NC,28401,P,R,Regular School,Traditional Calendar,1614,1,0,0.981,0.179,0.283,0.538,106,15,0.311,0.186,0,0.019,1,650,352,New Hanover County Schools,New Hanover High,1654,0.506650544,0.493349456,0.003022975,0.016324063,0.11547763,0.336154776,0.492744861,0.035066505,0.00120919,0,1614,854,71,0.5291,94.22,1982,70610100,2726,10,1,0,70.2,28.6,0.1,0.1,5458.65,103,886.16,96,2834.7,13,9179.51,67,1956,1956,3476,43,43,10816,58,58,5543,165,11971,2486929,6818257,41322.77,569.57,2.74
"1307 S Church Street, Burlington, NC, 27215",-79.4543311,36.0884929,10396,Alamance-Burlington Schools,Walter M Williams High,Piedmont Triad Region,12-Sep,0,C,68,Exceeded,41,0,0,88.3,89.9,C,66,C,69,0.921,0.69,12.87,0,0,1.71,0.941,0.96,12.37,0.23,0,1.24,0.951,1.27,14.02,0.07,0,1.2,0.01,0,1998,0,12.48,83,1.2,H,936,961,997,1006,0.61,0.51,0.49,0.52,0.2,0.15,0.15,0.36,0.37,0.51,1307 S Church Street,Burlington,NC,27215,P,R,Regular School,Traditional Calendar,1158,0,0,0.953,0.169,0.292,0.538,65,8,0.477,0.148,0,0.031,0.911,10,396,Alamance-Burlington Schools,Walter M Williams High,1185,0.50464135,0.49535865,0.004219409,0.027848101,0.2092827,0.338396624,0.371308017,0.04556962,0.003375527,0,1158,583,66,0.5035,91.2,2309,36417749,1611,55,0.3,0,76.6,22.7,0.4,0,5529.5,100,1155.92,55,1832.54,67,8517.96,96,1744,1740,4201,36,36,11081,51,51,6313,154,10108,1749255,4517163,29332.23,446.89,2.58
"1307 South Park Drive, Reidsville, NC, 27320",-79.667871,36.343707,790386,Rockingham County Schools,South End Elementary,Piedmont Triad Region,PK-05,1,C,64,Met,11,0,0,0,0,D,51,C,65,0.961,0,5.32,0,0,1.39,0.943,0.3,9.04,0.07,0,0.9,0.952,0.21,13.15,0.06,0,1.2,0.13,0,1992,0,28.89,32,1.88,E,0,941,997,1006,0,0.46,0.49,0.52,0,0.06,0.15,0,0.2,0.51,1307 South Park Drive,Reidsville,NC,27320,P,R,Regular School,Traditional Calendar,282,0,0,1,0.053,0.368,0.579,19,2,0.316,0.1,0,0,1,790,386,Rockingham County Schools,South End Elementary,276,0.525362319,0.474637681,0,0.028985507,0.072463768,0.402173913,0.438405797,0.057971014,0,1,282,168,10,0.5957,96.21,586,15834840,1258,83,2.9,0,68.8,27.8,0.2,0.2,6136.93,59,1036.06,74,1622.43,87,8795.42,84,930,930,2301,25,25,10338,23,23,3166,135,5567,1601882,4108151,30430.75,737.92,2.56
"13081 West Hanes Avenue, Middlesex, NC, 27557",-78.212991,35.787049,640336,Nash-Rocky Mount Schools,Middlesex Elementary,North Central Region,PK-05,1,D,54,Met,9,0,0,0,0,F,38,C,56,0.941,0,9.76,0,0,0.73,0.943,0.25,19.96,0,0,0.88,0.952,0.21,13.15,0.06,0,1.2,0.01,0,1998,1,28.81,42,1.5,E,0,917,997,1006,0,0.47,0.49,0.52,0,0,0.15,0,0.28,0.51,13081 West Hanes Avenue,Middlesex,NC,27557,P,R,Regular School,Traditional Calendar,338,0,0,0.893,0.143,0.429,0.429,28,2,0.286,0.167,0,0.107,0.989,640,336,Nash-Rocky Mount Schools,Middlesex Elementary,340,0.535294118,0.464705882,0,0,0.370588235,0.202941176,0.394117647,0.032352941,0,1,338,184,10,0.5444,93.84,2081,22413096,1454,72,0.3,0,75.4,23.5,0.6,0.1,5964.99,69,1270.05,36,1721.59,76,8956.63,75,994,994,3927,28,28,12170,36,36,4680,142,7886,2320060,4412015,31070.53,559.47,1.9
"1310 Sloop Point Loop Road, Hampstead, NC, 28443",-77.6330894,34.3990801,710323,Pender County Schools,North Topsail Elementary,Southeast Region,PK-05,1,B,71,NotMet,11,0,1,0,0,C,66,B,72,0.946,0,3.82,0,0,1.11,0.945,0,6.62,0.03,0,0.84,0.952,0.21,13.15,0.06,0,1.2,0.03,1,2001,0,25.47,47,1.27,E,0,1015,997,1006,0,0.41,0.49,0.52,0,0.12,0.15,0,0.44,0.51,1310 Sloop Point Loop Road,Hampstead,NC,28443,P,R,Regular School,Traditional Calendar,629,0,0,0.975,0.175,0.4,0.425,40,8,0.275,0.128,0,0,1,710,323,Pender County Schools,North Topsail Elementary,624,0.498397436,0.501602564,0,0.008012821,0.048076923,0.024038462,0.891025641,0.028846154,0,0,629,212,50,0.337,95.01,1569,13087356,1467,71,2.7,0,69.5,27.4,0,0.3,5654.16,88,947.06,85,1916.08,56,8517.3,97,535,535,2791,16,16,11754,20,20,2531,95,4841,1550766,2938494,30931.52,607.03,1.89
"1310 Sunset Drive, Greensboro, NC, 27408",-79.813267,36.096709,410412,Guilford County Schools,Irving Park Elementary,Piedmont Triad Region,PK-05,1,D,53,Met,19,0,0,0,0,C,55,D,45,0.957,0,3.83,0,0,1.96,0.951,0.27,3.88,0,0,1.63,0.952,0.21,13.15,0.06,0,1.2,0.01,0,1999,0,19.07,43,0.9,E,0,982,997,1006,0,0.64,0.49,0.52,0,0.25,0.15,0,0.49,0.51,1310 Sunset Drive,Greensboro,NC,27408,P,R,Regular School,Traditional Calendar,626,0,0,1,0.195,0.244,0.561,41,6,0.22,0.047,0,0,1,410,412,Guilford County Schools,Irving Park Elementary,629,0.497615262,0.502384738,0.009538951,0.125596184,0.12718601,0.414944356,0.268680445,0.054054054,0,1,626,335,10,0.5351,95.26,1366,183360398,2567,11,0.4,0,88.8,10.7,0.1,0,5453.57,104,1087.81,67,2785.51,15,9326.89,56,5473,5473,4746,126,126,19209,127,127,10791,606,40960,9662419,27757967,45805.23,677.69,2.87
"1311 East Springfield Road, High Point, NC, 27263",-79.9553925,35.9324938,410310,Guilford County Schools,Allen Jay Elementary,Piedmont Triad Region,PK-05,1,D,52,Met,15,0,0,0,0,C,55,D,49,0.949,0,1.96,0,0,1.79,0.951,0.27,3.88,0,0,1.63,0.952,0.21,13.15,0.06,0,1.2,0.02,0,2002,0,23.27,24,0.71,E,0,982,997,1006,0,0.64,0.49,0.52,0,0.25,0.15,0,0.49,0.51,1311 East Springfield Road,High Point,NC,27263,P,R,Regular School,Traditional Calendar,408,0,0,1,0.212,0.303,0.485,33,2,0.03,0.185,0,0,1,410,310,Guilford County Schools,Allen Jay Elementary,416,0.490384615,0.509615385,0.004807692,0.223557692,0.242788462,0.262019231,0.245192308,0.019230769,0.002403846,1,408,291,10,0.7132,94.66,1784,183360398,2567,11,0.4,0,88.8,10.7,0.1,0,5453.57,104,1087.81,67,2785.51,15,9326.89,56,5473,5473,4746,126,126,19209,127,127,10791,606,40960,9662419,27757967,45805.23,677.69,2.87
"1314 Sloans Mill Rd, Union Grove, NC, 28689",-80.8656049,36.0227519,490368,Iredell-Statesville Schools,Union Grove Elementary,Southwest Region,PK-05,1,C,64,Met,9,0,0,0,0,C,64,C,65,0.957,0.43,1.72,0,0,1.17,0.956,0.17,4.84,0.02,0,1.17,0.952,0.21,13.15,0.06,0,1.2,0,0,2001,0,32.22,24,0.83,E,0,1026,997,1006,0,0.51,0.49,0.52,0,0.2,0.15,0,0.51,0.51,1314 Sloans Mill Rd,Union Grove,NC,28689,P,R,Regular School,Traditional Calendar,232,0,0,1,0.133,0.267,0.6,15,1,0.267,0.2,0,0,1,490,368,Iredell-Statesville Schools,Union Grove Elementary,233,0.510729614,0.489270386,0,0.017167382,0.236051502,0.004291845,0.725321888,0.017167382,0,0,232,128,22,0.5517,95.88,822,33712250,1633,52,0,0,71.8,28,0.1,0.1,5234.47,111,923.73,91,1816.63,70,7974.83,115,1209,1209,2575,36,36,15760,31,31,4724,210,11474,2543800,5913283,28158.49,515.36,2.32
"13155 NC 801 Hwy, Mount Ulla, NC, 28125",-80.7164635,35.6653106,800372,Rowan-Salisbury Schools,Mt Ulla Elementary,Southwest Region,0K-05,1,C,68,Met,11,0,1,0,0,C,60,C,66,0.953,0,2.49,0,0,0.67,0.937,0.15,13.1,0,0,0.78,0.952,0.21,13.15,0.06,0,1.2,0.03,0,2000,1,30.82,45,2.81,E,0,939,997,1006,0,0.4,0.49,0.52,0,0.15,0.15,0,0.26,0.51,13155 NC 801 Hwy,Mount Ulla,NC,28125,P,R,Regular School,Traditional Calendar,321,0,0,0.904,0.19,0.381,0.429,21,2,0.095,0.193,0.096,0,1,800,372,Rowan-Salisbury Schools,Mt Ulla Elementary,316,0.512658228,0.487341772,0.006329114,0.003164557,0.237341772,0.07278481,0.639240506,0.041139241,0,0,321,170,10,0.5296,97.03,253,33056918,1693,46,3.1,0,73.4,23.1,0.2,0.2,5682.81,86,1066.11,71,1829.49,69,8578.41,91,1360,1360,2267,36,36,7589,53,53,3705,188,10047,2705375,4871666,25913.12,484.89,1.8
"132 Stateside Blvd, Jacksonville, NC, 28546",-77.4807787,34.855844,670347,Onslow County Schools,Stateside Elementary,Southeast Region,0K-05,1,C,66,Met,15,0,0,0,0,B,73,C,59,0.956,0,1.62,0,0,2.89,0.949,0.02,5.58,0.05,0,1.75,0.952,0.21,13.15,0.06,0,1.2,0.01,1,2004,1,14.49,46,1.05,E,0,971,997,1006,0,0.37,0.49,0.52,0,0.09,0.15,0,0.32,0.51,132 Stateside Blvd,Jacksonville,NC,28546,P,R,Regular School,Traditional Calendar,743,0,0,1,0.409,0.409,0.182,44,4,0.25,0.09,0,0,1,670,347,Onslow County Schools,Stateside Elementary,750,0.541333333,0.458666667,0.005333333,0.010666667,0.14,0.169333333,0.616,0.056,0.002666667,0,743,208,72,0.2799,96.01,707,44783060,1742,40,2.5,0.1,73.1,23.9,0.3,0.2,5247.34,110,697.11,106,2055.04,46,7999.49,114,1570,1570,4109,35,35,13274,46,46,6735,228,14273,2917796,7492746,32862.92,524.95,2.57
"132 Swift Arrow Drive, Mooresville, NC, 28117",-80.8778054,35.5833924,490308,Iredell-Statesville Schools,Brawley Middle,Southwest Region,8-Jun,0,B,76,Exceeded,19,0,0,0,0,B,74,B,77,0.961,0,6.15,0,0,1.01,0.955,0.94,15.71,0.02,0,1.17,0.951,0.83,14.64,0.06,0,1.2,0.02,0,2001,1,16.04,58,1.29,M,0,1026,997,1006,0,0.51,0.49,0.52,0,0.2,0.15,0,0.51,0.51,132 Swift Arrow Drive,Mooresville,NC,28117,P,R,Regular School,Traditional Calendar,748,0,0,1,0,0.205,0.795,39,12,0.615,0.116,0,0,1,490,308,Iredell-Statesville Schools,Brawley Middle,734,0.558583106,0.441416894,0.005449591,0.024523161,0.053133515,0.038147139,0.865122616,0.013623978,0,0,748,76,10,0.1016,96.22,580,33712250,1633,52,0,0,71.8,28,0.1,0.1,5234.47,111,923.73,91,1816.63,70,7974.83,115,1209,1209,2575,36,36,15760,31,31,4724,210,11474,2543800,5913283,28158.49,515.36,2.32
