full_address,lon,lat,School.Code,District.Name,School.Name.x,State.Board.District,Grade.Span,Title.I.School,grade,SPG.Score,EVAAS.Growth.Status,Number.of.Participation.Targets,Graduatio0.Project,Summer.Program,X4.Year.Cohort.Graduation.Rate.Percent,X5.Year.Cohort.Graduation.Rate.Percent,SPG.Grade_14,SPG.Score_14,SPG.Grade_15,SPG.Score_15,avg_daily_attend_pct,crime_per_c_num,short_susp_per_c_num,long_susp_per_c_num,expelled_per_c_num,stud_internet_comp_num,lea_avg_daily_attend_pct,lea_crime_per_c_num,lea_short_susp_per_c_num,lea_long_susp_per_c_num,lea_expelled_per_c_num,lea_stud_internet_comp_num,st_avg_daily_attend_pct,st_crime_per_c_num,st_short_susp_per_c_num,st_long_susp_per_c_num,st_expelled_per_c_num,st_stud_internet_comp_num,digital_media_pct,Byod,avg_age_media_collection,X_1_to_1_access,books_per_student,wap_num,wap_per_classroom,Category_Cd,sat_avg_score_num,lea_sat_avg_score_num,st_sat_avg_score_num,nat_sat_avg_score_num,sat_participation_pct,lea_sat_participation_pct,st_sat_participation_pct,nat_sat_participation_pct,ap_participation_pct,lea_ap_participation_pct,st_ap_participation_pct,ap_pct_3_or_above,lea_ap_pct_3_or_above,st_ap_pct_3_or_above,street_ad,scity_ad,state_ad,szip_ad,type_cd,sna_pgm_type_cd,school_type_txt,calendar_only_txt,student_num,Grad_project_status,stem,flicensed_teach_pct,tchyrs_0thru3_pct,tchyrs_4thru10_pct,tchyrs_11plus_pct,class_teach_num,nbpts_num,advance_dgr_pct,X_1yr_tchr_trnovr_pct,emer_prov_teach_pct,lateral_teach_pct,highqual_class_pct,LEA.Number,School.No,LEA,School.Name.y,total_pop,pct_male,pct_female,pct_am_in,pct_asian,pct_hispanic,pct_black,pct_white,pct_multi,pct_pac_is,CEP,Final.ADM,Free,Reduced,EDS_pct,three_yr_atten_ratio,three_yr_atten_rank,Appro_Amount,Per_Pupil_Appro,Rank_Appro,No.Degree_pct,Vocational_pct,Bachelor_pct,Masters_pct,Advanced_pct,Doctorate_pct,State_PPE,State_PPE_Rank,Federal_PPE,Federal_PPE_Rank,Local_PPE,Local_PPE_Rank,Total_PPE,Total_PPE_Rank,num_teaching_positions,num_teachers_rec_suppl,average_suppl,num_principals,principals_rec_suppl,princ_avg_suppl,num_asst_prin,asst_prin_rec_suppl,avg_asst_prin_supp,t_num_of_buses,t_num_of_Pupils,t_Miles,t_Cost,t_Cost_Per_Bus,t_Cost_Per_Pupil,t_Cost_Per_Mile
"100 School Place, Tryon, NC, 28782",-82.2431005,35.2145343,750304,Polk County Schools,Tryon Elementary School,Western Region,PK-05,1,B,79,Exceeded,12,0,1,0,0,C,67,B,78,0.958,0,0.52,0,0,1.28,0.956,0.1,1.12,0.1,0,1.26,0.952,0.21,13.15,0.06,0,1.2,0,0,2001,0,37.25,18,0.51,E,0,1062,997,1006,0,0.34,0.49,0.52,0,0.07,0.15,0,0.75,0.51,100 School Place,Tryon,NC,28782,P,R,Regular School,Traditional Calendar,384,0,0,0.971,0.143,0.229,0.629,35,0,0.417,0.083,0.029,0,1,750,304,Polk County Schools,Tryon Elementary School,380,0.531578947,0.468421053,0,0.007894737,0.163157895,0.1,0.681578947,0.047368421,0,1,384,216,10,0.5625,95.49,1163,5034788,2321,18,1.1,0,58.1,39.2,1.1,0.5,7299,26,1198.11,46,3386.91,6,11884.02,11,156,156,2721,6,6,5534,4,4,4934,25,986,315004,779864,31194.56,790.94,2.48
"100 School Street, Mount Gilead, NC, 27306",-80.0036225,35.2149572,620324,Montgomery County Schools,Mount Gilead Elementary,SandHills Region,PK-05,1,C,62,Exceeded,11,0,0,0,0,D,50,D,54,0.949,0,30.64,0,0,0.58,0.95,0.05,12.26,0,0,0.59,0.952,0.21,13.15,0.06,0,1.2,0.01,0,1997,1,53.4,32,1.33,E,0,863,997,1006,0,0.42,0.49,0.52,0,0,0.15,0,0.26,0.51,100 School Street,Mount Gilead,NC,27306,P,R,Regular School,Traditional Calendar,297,0,0,0.947,0.158,0.316,0.526,19,3,0.105,0.292,0,0.053,0.929,620,324,Montgomery County Schools,Mount Gilead Elementary,305,0.554098361,0.445901639,0,0.068852459,0.032786885,0.383606557,0.472131148,0.036065574,0.006557377,0,297,225,10,0.7576,95.6,1060,5078602,1286,81,0,0,76,23.3,0.7,0,6723.81,34,1409.03,28,1984.2,51,10117.04,36,330,330,1514,10,8,5717,6,6,2000,60,2441,713108,1505106,25085.1,616.59,2.11
"100 Smoky Mountain Drive, Sylva, NC, 28779",-83.199302,35.3535224,500340,Jackson County Schools,Smoky Mountain High,Western Region,12-Sep,0,B,71,Exceeded,23,0,1,87.1,91.6,C,65,B,71,0.917,3.08,9.47,0.12,0,1.02,0.934,2.63,8.11,0.1,0,1.58,0.951,1.27,14.02,0.07,0,1.2,0.01,0,2006,0,15.96,91,1.49,H,1065,1048,997,1006,0.26,0.21,0.49,0.52,0.07,0,0.15,0.53,0.53,0.51,100 Smoky Mountain Drive,Sylva,NC,28779,P,R,Regular School,Traditional Calendar,845,0,0,0.949,0.254,0.254,0.492,59,13,0.288,0.156,0,0.051,0.903,500,340,Jackson County Schools,Smoky Mountain High,878,0.510250569,0.489749431,0.066059226,0.006833713,0.06833713,0.020501139,0.820045558,0.018223235,0,0,845,295,67,0.3491,91.79,2291,6731126,1827,34,0,0,74,24.8,0.8,0.4,6258.77,51,1084.6,68,2178.4,36,9521.77,49,247,247,2497,9,6,6538,5,0,0,38,1475,461362,1419506,37355.42,962.38,3.08
"100 Swaim St, Randleman, NC, 27317",-79.8011633,35.8095014,760344,Randolph County Schools,Randleman Elementary,Piedmont Triad Region,0K-04,1,C,60,Met,10,0,0,0,0,D,51,C,56,0.956,0,3.08,0,0,1.36,0.955,0.23,2.83,0,0,1.67,0.952,0.21,13.15,0.06,0,1.2,0.01,1,2000,0,24.43,53,1.18,E,0,963,997,1006,0,0.34,0.49,0.52,0,0.11,0.15,0,0.32,0.51,100 Swaim St,Randleman,NC,27317,P,R,Regular School,Traditional Calendar,682,0,0,0.979,0.271,0.333,0.396,48,4,0.229,0.184,0,0.021,0.971,760,344,Randolph County Schools,Randleman Elementary,681,0.531571219,0.468428781,0.002936858,0.01174743,0.330396476,0.039647577,0.569750367,0.045521292,0,0,682,458,57,0.6716,95.7,971,19646961,1125,95,0.1,0,76.8,23,0.1,0.1,5756.15,78,1039.15,73,1371.15,103,8166.45,107,1286,1260,2670,31,31,15231,31,30,10749,166,7812,2124736,5560076,33494.43,711.74,2.62
"100 Veterans Drive, Kill Devil Hills, NC, 27948",-75.666368,36.0092209,280330,Dare County Schools,First Flight High School,Northeast Region,12-Sep,0,B,81,Met,22,1,0,95,95,B,84,B,80,0.933,1.45,9.38,0,0,0.75,0.938,1.19,8.89,0,0,0.98,0.951,1.27,14.02,0.07,0,1.2,0.04,1,2004,1,14.11,126,2.52,H,1049,1025,997,1006,0.67,0.68,0.49,0.52,0.25,0.26,0.15,0.59,0.45,0.51,100 Veterans Drive,Kill Devil Hills,NC,27948,P,R,Regular School,Traditional Calendar,757,1,0,0.965,0.121,0.293,0.586,58,12,0.241,0.139,0,0.035,0.984,280,330,Dare County Schools,First Flight High School,788,0.497461929,0.502538071,0.002538071,0.015228426,0.08248731,0.007614213,0.861675127,0.027918782,0.002538071,0,757,158,42,0.2087,93.18,2179,20664318,4180,2,0,0,63.7,36.1,0.3,0,5848.88,74,628.84,111,4441.8,3,10919.52,19,419,419,4211,10,0,0,10,0,0,40,1948,365998,1121722,28043.05,575.71,3.06
"100 W Hemstead Street, Lexington, NC, 27292",-80.2465221,35.830835,291332,Lexington City Schools,Lexington Middle School,Piedmont Triad Region,8-Jun,1,D,44,NotMet,28,0,1,0,0,D,46,D,47,0.942,0,0,0,0,1.24,0.945,0,0,0,0,0.96,0.951,0.83,14.64,0.06,0,1.2,0.01,0,2003,0,18.05,66,1.43,M,0,866,997,1006,0,0.58,0.49,0.52,0,0.12,0.15,0,0.23,0.51,100 W Hemstead Street,Lexington,NC,27292,P,R,Regular School,Traditional Calendar,652,0,0,0.897,0.385,0.205,0.41,39,1,0.205,0.31,0,0.103,0.913,291,332,Lexington City Schools,Lexington Middle School,657,0.503805175,0.496194825,0.00456621,0.04718417,0.350076104,0.293759513,0.245053272,0.057838661,0.00152207,1,652,423,10,0.6488,94.64,1795,5642965,1876,30,1.9,0,73.1,24.5,0.5,0,6390.95,45,1615.39,20,1844,66,9850.34,43,234,234,3621,7,7,22201,10,10,7268,13,2021,279431,462222,35555.54,228.75,1.65
"100 Watauga St, Franklin, NC, 28734",-83.37192,35.189442,560316,Macon County Schools,East Franklin Elementary,Western Region,0K-04,1,C,65,Met,8,0,0,0,0,C,59,C,58,0.979,0,0,0,0,1.88,0.941,0.25,1.9,0,0,1.17,0.952,0.21,13.15,0.06,0,1.2,0.02,0,2002,0,22.1,30,0.94,E,0,976,997,1006,0,0.41,0.49,0.52,0,0.06,0.15,0,0.64,0.51,100 Watauga St,Franklin,NC,28734,P,R,Regular School,Traditional Calendar,374,0,0,1,0.154,0.231,0.615,26,4,0.269,0.039,0,0,0.983,560,316,Macon County Schools,East Franklin Elementary,369,0.512195122,0.487804878,0.002710027,0.027100271,0.249322493,0.005420054,0.685636856,0.027100271,0.002710027,1,374,215,10,0.5749,98.4,119,7846962,1808,36,1.6,0,77.7,20.8,0,0,6246.36,52,1118.33,63,2139.06,40,9503.75,50,380,380,744,11,11,1325,2,2,1411,52,2277,512531,1863502,35836.58,818.4,3.64
"1000 Evans Road, Cary, NC, 27513",-78.7939239,35.8019688,920604,Wake County Schools,West Cary Middle,North Central Region,8-Jun,0,B,71,NotMet,32,0,0,0,0,B,72,B,74,0.964,0.72,6.19,0.21,0,3.57,0.955,0.58,12.52,0.15,0,1.86,0.951,0.83,14.64,0.06,0,1.2,0,0,1993,0,11.84,50,0.91,M,0,1067,997,1006,0,0.62,0.49,0.52,0,0.23,0.15,0,0.62,0.51,1000 Evans Road,Cary,NC,27513,P,R,Regular School,Traditional Calendar,970,0,0,0.945,0.218,0.309,0.473,55,3,0.291,0.019,0,0.055,0.921,920,604,Wake County Schools,West Cary Middle,947,0.517423442,0.482576558,0.004223865,0.254487856,0.105596621,0.184794087,0.410770855,0.03907075,0.001055966,0,970,186,36,0.1918,96.17,602,384849031,2457,16,0,0,65,34.4,0.4,0.2,5349.09,108,659.07,109,2528.16,19,8536.32,94,9919,9919,6975,171,171,27701,313,313,10852,814,73224,16198382,51545961,63324.28,703.95,3.18
"1000 Fayetteville St, Raleigh, NC, 27601",-78.642886,35.767586,920596,Wake County Schools,Washington Elementary,North Central Region,0K-05,0,B,72,Met,19,0,0,0,0,B,74,B,73,0.966,0,0.73,0,0,1.68,0.956,0.12,3.19,0,0,1.86,0.952,0.21,13.15,0.06,0,1.2,0,0,1999,0,21.05,22,0.47,E,0,1067,997,1006,0,0.62,0.49,0.52,0,0.23,0.15,0,0.62,0.51,1000 Fayetteville St,Raleigh,NC,27601,P,M,Magnet School,Traditional Calendar,551,0,0,0.977,0.178,0.267,0.556,44,10,0.409,0.14,0,0.023,1,920,596,Wake County Schools,Washington Elementary,552,0.543478261,0.456521739,0.005434783,0.30615942,0.14673913,0.246376812,0.278985507,0.016304348,0,0,551,190,10,0.3448,95.96,760,384849031,2457,16,0,0,65,34.4,0.4,0.2,5349.09,108,659.07,109,2528.16,19,8536.32,94,9919,9919,6975,171,171,27701,313,313,10852,814,73224,16198382,51545961,63324.28,703.95,3.18
"1000 Lucy Ragsdale Drive, Jamestown, NC, 27282",-79.9133267,35.9943205,410529,Guilford County Schools,Lucy Ragsdale High,Piedmont Triad Region,12-Sep,0,B,70,Met,45,0,0,93.2,93.6,C,69,B,70,0.947,1.2,11.1,0.07,0,2.39,0.947,1.54,15.43,0.03,0,1.63,0.951,1.27,14.02,0.07,0,1.2,0.01,0,1999,0,10.27,139,1.6,H,980,982,997,1006,0.58,0.64,0.49,0.52,0.23,0.25,0.15,0.37,0.49,0.51,1000 Lucy Ragsdale Drive,Jamestown,NC,27282,P,R,Regular School,Traditional Calendar,1495,0,0,0.896,0.31,0.253,0.437,87,7,0.046,0.171,0,0.104,0.996,410,529,Guilford County Schools,Lucy Ragsdale High,1528,0.506544503,0.493455497,0.005235602,0.098167539,0.105366492,0.386125654,0.359947644,0.044502618,0.00065445,0,1495,667,85,0.4462,93.38,2142,183360398,2567,11,0.4,0,88.8,10.7,0.1,0,5453.57,104,1087.81,67,2785.51,15,9326.89,56,5473,5473,4746,126,126,19209,127,127,10791,606,40960,9662419,27757967,45805.23,677.69,2.87
"1000 N Hwy 64, Manteo, NC, 27954",-75.6782974,35.9209875,280320,Dare County Schools,Manteo Middle School,Northeast Region,8-Jun,0,C,64,Met,16,0,1,0,0,C,61,C,63,0.941,0.51,5.37,0,0,0.82,0.938,0.38,5.1,0,0,0.98,0.951,0.83,14.64,0.06,0,1.2,0.07,0,1993,1,23.36,132,4.13,M,0,1025,997,1006,0,0.68,0.49,0.52,0,0.26,0.15,0,0.45,0.51,1000 N Hwy 64,Manteo,NC,27954,P,R,Regular School,Traditional Calendar,391,0,0,1,0.097,0.194,0.71,31,10,0.387,0.076,0,0,0.839,280,320,Dare County Schools,Manteo Middle School,386,0.484455959,0.515544041,0,0.012953368,0.183937824,0.069948187,0.704663212,0.028497409,0,0,391,149,34,0.3811,94.14,2009,20664318,4180,2,0,0,63.7,36.1,0.3,0,5848.88,74,628.84,111,4441.8,3,10919.52,19,419,419,4211,10,0,0,10,0,0,40,1948,365998,1121722,28043.05,575.71,3.06
"1000 Olde Weatherstone Way, Cary, NC, 27513",-78.810141,35.792444,920598,Wake County Schools,Weatherstone Elementary,North Central Region,PK-05,0,B,82,Exceeded,25,0,0,0,0,B,84,B,79,0.958,0.1,2.79,0,0,2.15,0.956,0.12,3.19,0,0,1.86,0.952,0.21,13.15,0.06,0,1.2,0,1,1995,0,12,15,0.25,E,0,1067,997,1006,0,0.62,0.49,0.52,0,0.23,0.15,0,0.62,0.51,1000 Olde Weatherstone Way,Cary,NC,27513,P,R,Regular School,Traditional Calendar,1004,0,0,0.984,0.328,0.125,0.547,64,6,0.391,0.12,0.016,0,0.924,920,598,Wake County Schools,Weatherstone Elementary,989,0.539939333,0.460060667,0.003033367,0.199191102,0.197168857,0.178968655,0.389282103,0.03033367,0.002022245,0,1004,270,28,0.2689,95.78,897,384849031,2457,16,0,0,65,34.4,0.4,0.2,5349.09,108,659.07,109,2528.16,19,8536.32,94,9919,9919,6975,171,171,27701,313,313,10852,814,73224,16198382,51545961,63324.28,703.95,3.18
"1000 Phifer Road, Kings Mountain, NC, 28086",-81.3748011,35.2293374,230352,Cleveland County Schools,Kings Mountain Middle,Southwest Region,8-Jul,0,D,54,NotMet,23,0,0,0,0,C,63,C,58,0.949,0.31,26.65,0,0,1.68,0.947,0.41,23.66,0,0,1.5,0.951,0.83,14.64,0.06,0,1.2,0.02,0,1995,0,22.61,57,1.02,M,0,979,997,1006,0,0.43,0.49,0.52,0,0.18,0.15,0,0.42,0.51,1000 Phifer Road,Kings Mountain,NC,28086,P,R,Regular School,Traditional Calendar,653,0,0,0.954,0.114,0.25,0.636,44,7,0.227,0.113,0.023,0.023,1,230,352,Cleveland County Schools,Kings Mountain Middle,656,0.509146341,0.490853659,0,0.022865854,0.025914634,0.181402439,0.704268293,0.06554878,0,0,653,351,44,0.5375,95.3,1326,20902947,1402,75,0.9,0,69.2,29.5,0.4,0,5967.87,68,1248.84,39,2035.02,50,9251.73,61,1234,1234,1641,29,29,11932,40,40,3561,171,7867,1575951,4758087,27825.07,604.84,3.02
"1000 School St, Faith, NC, 28041",-80.460377,35.5890197,800352,Rowan-Salisbury Schools,Faith Elementary,Southwest Region,0K-05,1,C,69,Exceeded,9,0,1,0,0,C,63,C,63,0.956,0.24,7.09,0,0,0.74,0.937,0.15,13.1,0,0,0.78,0.952,0.21,13.15,0.06,0,1.2,0.07,0,2004,1,24.55,54,2,E,0,939,997,1006,0,0.4,0.49,0.52,0,0.15,0.15,0,0.26,0.51,1000 School St,Faith,NC,28041,P,R,Regular School,Traditional Calendar,409,0,0,1,0.083,0.25,0.667,24,3,0.25,0.056,0,0,1,800,352,Rowan-Salisbury Schools,Faith Elementary,418,0.526315789,0.473684211,0.009569378,0.009569378,0.059808612,0.019138756,0.873205742,0.028708134,0,0,409,196,25,0.4792,96.89,283,33056918,1693,46,3.1,0,73.4,23.1,0.2,0.2,5682.81,86,1066.11,71,1829.49,69,8578.41,91,1360,1360,2267,36,36,7589,53,53,3705,188,10047,2705375,4871666,25913.12,484.89,1.8
"1000 Shepard School Rd, Zebulon, NC, 27597",-78.3129613,35.8320917,920636,Wake County Schools,Zebulon Middle,North Central Region,8-Jun,0,C,56,Met,24,0,0,0,0,D,54,C,55,0.949,2.17,26.35,1.26,0,1.8,0.955,0.58,12.52,0.15,0,1.86,0.951,0.83,14.64,0.06,0,1.2,0,1,1997,0,18.03,47,1.15,M,0,1067,997,1006,0,0.62,0.49,0.52,0,0.23,0.15,0,0.62,0.51,1000 Shepard School Rd,Zebulon,NC,27597,P,M,Magnet School,Traditional Calendar,554,0,0,0.909,0.2,0.111,0.689,44,8,0.205,0.114,0.023,0.068,0.958,920,636,Wake County Schools,Zebulon Middle,557,0.52064632,0.47935368,0.003590664,0.005385996,0.256732496,0.441651706,0.249551167,0.043087971,0,0,554,343,47,0.6191,94.47,1873,384849031,2457,16,0,0,65,34.4,0.4,0.2,5349.09,108,659.07,109,2528.16,19,8536.32,94,9919,9919,6975,171,171,27701,313,313,10852,814,73224,16198382,51545961,63324.28,703.95,3.18
"1000 Walt Clark Road, Crossnore, NC, 28616",-81.9254533,36.0257346,60316,Avery County Schools,Crossnore Elementary,Northwest Region,PK-05,1,A,86,Exceeded,8,0,1,0,0,B,79,B,83,0.985,0,0.49,0,0,1,0.957,0,0.32,0,0,0.84,0.952,0.21,13.15,0.06,0,1.2,0.02,0,1996,0,32.72,30,2,E,0,1015,997,1006,0,0.13,0.49,0.52,0,0.11,0.15,0,0.26,0.51,1000 Walt Clark Road,Crossnore,NC,28616,P,R,Regular School,Traditional Calendar,205,0,0,1,0.063,0.25,0.688,16,4,0.313,0,0,0,1,60,316,Avery County Schools,Crossnore Elementary,207,0.497584541,0.502415459,0.004830918,0.004830918,0.130434783,0.004830918,0.84057971,0.014492754,0,0,205,106,24,0.5171,98.03,141,4337518,2102,22,0.6,0,71.4,27.4,0.6,0,7476.4,19,1253.12,38,2810.52,14,11540.04,13,198,198,1300,10,10,10414,1,1,1889,29,976,375520,787332,27149.38,806.69,2.1
"1000 West Church St, Laurinburg, NC, 28352",-79.477823,34.778051,830343,Scotland County Schools,Scotland High School,SandHills Region,12-Sep,0,C,57,NotMet,40,0,1,83.3,88.5,C,55,C,58,0.943,0.41,31.99,0,0,2.97,0.946,0.36,28.26,0,0,1.28,0.951,1.27,14.02,0.07,0,1.2,0,1,1991,0,13.73,141,1.25,H,854,878,997,1006,0.64,0.6,0.49,0.52,0.1,0.08,0.15,0.23,0.23,0.51,1000 West Church St,Laurinburg,NC,28352,P,R,Regular School,Traditional Calendar,1469,0,0,0.857,0.245,0.265,0.49,98,9,0.316,0.253,0,0.133,0.992,830,343,Scotland County Schools,Scotland High School,1536,0.550130208,0.449869792,0.158203125,0.007161458,0.024088542,0.477864583,0.296875,0.035807292,0,1,1469,780,10,0.531,94.17,2003,10826612,1861,31,5,0,58.3,36.5,0,0.2,6787.66,32,1655.91,15,1904.09,57,10347.66,29,413,413,1961,12,12,18692,16,16,4032,75,3395,1048371,1844209,24589.45,543.25,1.76
"10000 North College Street, Clarkton, NC, 28433",-78.6535959,34.4945624,90320,Bladen County Schools,Clarkton School of Discovery,SandHills Region,8-Jun,0,C,61,Met,16,0,0,0,0,D,54,C,58,0.965,0,16.16,0,0,0.61,0.948,0.54,40.2,0.23,0,0.98,0.951,0.83,14.64,0.06,0,1.2,0.15,0,1998,0,41.57,36,1.8,M,0,854,997,1006,0,0.47,0.49,0.52,0,0,0.15,0,0.18,0.51,10000 North College Street,Clarkton,NC,28433,P,R,Regular School,Traditional Calendar,229,0,0,0.912,0.176,0.118,0.706,17,3,0.333,0.256,0,0.088,0.933,90,320,Bladen County Schools,Clarkton School of Discovery,230,0.443478261,0.556521739,0.017391304,0.008695652,0.07826087,0.317391304,0.526086957,0.052173913,0,1,229,97,10,0.4236,96.01,705,6400245,1382,78,3.9,0,71.3,24.4,0.3,0,6433.53,43,1671.17,14,1313.65,104,9418.35,52,345,345,1806,13,13,3175,10,10,2137,76,3006,1198781,2083725,27417.43,693.19,1.74
"1001 Burkemont Ave, Morganton, NC, 28655",-81.6935162,35.7226843,120310,Burke County Schools,Burke Middle College,Northwest Region,12-Nov,0,A,100,,4,1,0,95,95,A,99,A,99,1,0,0,0,0,1.59,0.952,0.49,14.49,0,0,1.26,0.951,1.27,14.02,0.07,0,1.2,0,0,1950,0,0,0,0,H,953,1001,997,1006,0.3,0.22,0.49,0.52,0,0.14,0.15,0,0.41,0.51,1001 Burkemont Ave,Morganton,NC,28655,P,Y,Regular School,Year-Round Calendar,129,1,0,1,0,0,1,2,3,0.5,0,0,0,1,120,310,Burke County Schools,Burke Middle College,129,0.325581395,0.674418605,0,0.224806202,0.069767442,0.054263566,0.612403101,0.03875969,0,0,129,31,10,0.2403,99.44,47,14246967,1153,91,0.1,0,65.4,34,0.3,0.3,6119.8,60,982.92,79,1409.5,99,8512.22,99,904,904,2195,27,27,5258,25,25,3252,101,5556,1124631,2968828,29394.34,534.35,2.64
"1001 Leon Street, Durham, NC, 27704",-78.908729,36.0247847,320306,Durham Public Schools,Brogden Middle,North Central Region,8-Jun,1,D,42,Met,24,0,1,0,0,D,41,D,44,0.942,1.37,15.56,0.17,0,1.34,0.945,2.46,16.12,0.23,0,1.71,0.951,0.83,14.64,0.06,0,1.2,0.01,0,2003,0,17.2,67,1.4,M,0,942,997,1006,0,0.54,0.49,0.52,0,0.18,0.15,0,0.52,0.51,1001 Leon Street,Durham,NC,27704,P,R,Regular School,Traditional Calendar,585,0,0,0.96,0.26,0.34,0.4,50,5,0.333,0.185,0,0.04,0.956,320,306,Durham Public Schools,Brogden Middle,597,0.502512563,0.497487437,0.005025126,0.031825796,0.345058626,0.43718593,0.150753769,0.025125628,0.005025126,0,585,408,21,0.6974,94.14,2012,123031937,3712,5,0,0,67,32,0.5,0.4,5829.04,75,1126.43,61,3601.48,5,10556.95,25,2215,2194,6790,53,53,24661,71,71,9781,260,19324,4498456,13698826,52687.79,708.91,3.05
"1001 Piney Green Rd, Jacksonville, NC, 28546",-77.3487854,34.7691738,670364,Onslow County Schools,White Oak High,Southeast Region,12-Sep,0,C,69,Exceeded,33,1,0,87.7,93.8,C,69,B,72,0.936,1.26,12.52,0,0,1.88,0.948,1.05,13.86,0,0,1.75,0.951,1.27,14.02,0.07,0,1.2,0.08,1,2001,1,13.79,70,1.03,H,941,971,997,1006,0.43,0.37,0.49,0.52,0.09,0.09,0.15,0.48,0.32,0.51,1001 Piney Green Rd,Jacksonville,NC,28546,P,R,Regular School,Traditional Calendar,1030,1,0,0.915,0.373,0.203,0.424,59,8,0.254,0.15,0,0.085,0.964,670,364,Onslow County Schools,White Oak High,1049,0.485224023,0.514775977,0.004766444,0.012392755,0.10772164,0.220209724,0.567206864,0.08293613,0.004766444,0,1030,293,78,0.2845,93.92,2063,44783060,1742,40,2.5,0.1,73.1,23.9,0.3,0.2,5247.34,110,697.11,106,2055.04,46,7999.49,114,1570,1570,4109,35,35,13274,46,46,6735,228,14273,2917796,7492746,32862.92,524.95,2.57
"1001 Wilann Dr, Charlotte, NC, 28215",-80.7655489,35.251835,600329,Charlotte-Mecklenburg Schools,Briarwood Elementary,Southwest Region,PK-05,1,D,50,Exceeded,16,0,0,0,0,D,50,D,45,0.95,0,14.46,0,0,0.88,0.971,0.3,5.46,0,0,0.91,0.952,0.21,13.15,0.06,0,1.2,0.01,0,2002,0,7.68,56,1.22,E,0,1001,997,1006,0,0.54,0.49,0.52,0,0.21,0.15,0,0.53,0.51,1001 Wilann Dr,Charlotte,NC,28215,P,R,Regular School,Traditional Calendar,726,0,0,0.937,0.583,0.167,0.25,48,3,0.167,0.171,0,0.063,0.976,600,329,Charlotte-Mecklenburg Schools,Briarwood Elementary,742,0.5,0.5,0.010781671,0.025606469,0.429919137,0.486522911,0.032345013,0.014824798,0,1,726,547,10,0.7534,95.88,818,401986016,2764,9,0.2,0,87.2,12.4,0.1,0,5227.1,112,942.34,88,2352.27,27,8521.71,95,10385,10326,6764,171,171,27581,245,225,14745,"1,005",92839,18398877,59062621,58768.78,636.18,3.21
"1002 E Highland Ave, Kinston, NC, 28501",-77.5661895,35.2764931,540325,Lenoir County Public Schools,Northeast Elementary,Southeast Region,PK-05,1,D,40,NotMet,11,0,0,0,0,D,43,F,34,0.948,0,19.88,0,0,0.91,0.948,0.19,20.49,0,0,0.74,0.952,0.21,13.15,0.06,0,1.2,0.02,0,1998,1,22.66,36,1.09,E,0,891,997,1006,0,0.34,0.49,0.52,0,0,0.15,0,0.48,0.51,1002 E Highland Ave,Kinston,NC,28501,P,R,Regular School,Traditional Calendar,518,0,0,0.865,0.351,0.27,0.378,37,3,0.243,0.169,0,0.135,0.969,540,325,Lenoir County Public Schools,Northeast Elementary,538,0.540892193,0.459107807,0,0.005576208,0.020446097,0.931226766,0.022304833,0.020446097,0,1,518,490,10,0.9459,95.03,1553,9900000,1119,97,0,0,70.5,28.8,0.2,0.5,6284.38,49,1283.83,35,1373.47,102,8941.68,78,656,656,1700,17,17,3262,12,12,2183,132,6521,1361239,3231988,24484.76,495.6,2.37
"1002 Lufkin Road, Apex, NC, 27539",-78.8298479,35.7199595,920484,Wake County Schools,Lufkin Road Middle,North Central Region,8-Jun,0,A,85,Exceeded,30,0,0,0,0,B,84,B,83,0.959,0.68,7.81,0.19,0,2.16,0.955,0.58,12.52,0.15,0,1.86,0.951,0.83,14.64,0.06,0,1.2,0,1,1999,0,9.37,40,0.65,M,0,1067,997,1006,0,0.62,0.49,0.52,0,0.23,0.15,0,0.62,0.51,1002 Lufkin Road,Apex,NC,27539,P,Y,Regular School,Year-Round Calendar,1037,0,0,0.985,0.227,0.273,0.5,66,12,0.379,0.068,0,0.015,1,920,484,Wake County Schools,Lufkin Road Middle,1022,0.52739726,0.47260274,0.000978474,0.058708415,0.104696673,0.101761252,0.693737769,0.039138943,0.000978474,0,1037,149,10,0.1437,96.02,698,384849031,2457,16,0,0,65,34.4,0.4,0.2,5349.09,108,659.07,109,2528.16,19,8536.32,94,9919,9919,6975,171,171,27701,313,313,10852,814,73224,16198382,51545961,63324.28,703.95,3.18
"10045 Providence Church Ln, Charlotte, NC, 28277",-80.769857,35.0727509,600507,Charlotte-Mecklenburg Schools,Providence Spring Elementary,Southwest Region,0K-05,0,A,93,Met,13,0,0,0,0,A,95,A,93,0.979,0,2.33,0,0,0.98,0.971,0.3,5.46,0,0,0.91,0.952,0.21,13.15,0.06,0,1.2,0.05,1,2003,0,15.26,72,1.53,E,0,1001,997,1006,0,0.54,0.49,0.52,0,0.21,0.15,0,0.53,0.51,10045 Providence Church Ln,Charlotte,NC,28277,P,R,Regular School,Traditional Calendar,901,0,0,1,0.217,0.37,0.413,46,19,0.174,0.126,0,0,1,600,507,Charlotte-Mecklenburg Schools,Providence Spring Elementary,901,0.501664817,0.498335183,0.001109878,0.179800222,0.048834628,0.048834628,0.699223085,0.022197558,0,0,901,37,10,0.0411,98.5,113,401986016,2764,9,0.2,0,87.2,12.4,0.1,0,5227.1,112,942.34,88,2352.27,27,8521.71,95,10385,10326,6764,171,171,27581,245,225,14745,"1,005",92839,18398877,59062621,58768.78,636.18,3.21
